review_id,text,categories,class
_yDqhTN5BVOdcLf-_0w8ug,"Based on the glowing reviews on yelp, I was kind of expecting this place to be great, so I went here last night. What I was not expecting was a 2 hour meal due to the fact that the servers were totally incompetent.  There were actually open tables, yet no one was being seated.  There didn't seem to be a host/hostess and people were walking in and staring around like they didn't know what to do, and weren't being greeted.  There really wasn't any reason I should have waited for an hour and a half for a table when the place wasn't all that busy, there were only 3 people ahead of me, and there were actually empty tables in the restaurant. I think there was just a total lack of communication in the kitchen.  My water glass was empty and a waitress walked by with a pitcher of water, yet she only poured water for the tables she served.   The food was okay.  It was certainly better than other restaurants in this town doing the same thing.  I think if I ever went back, I'd order take-out.",Thai;Vietnamese;Restaurants,useful
jYAhKWtkpjLPPB54lqlNxQ,"Does not taste exactly like NY pizza.  Good try though.We ordered a slice.  They gave us a square pepperoni.They're definitely not from New York or New Jersey.The price for a slice is about the same as it is on the East Coast - $2.50.Hmmm... I rated this the same stars as the one I rated at Joe's in New York.    (If this is not the pizza joint in the same food court as Chipotle and Panda Express and under McDonald's, I'll gladly transfer this review to the correct listing.  3/19)",Pizza;Restaurants,non_useful
ZoVdZwnOWas7-6GeLM_V3Q,"Professional...Professional...Professional. eeko studio's creator, Jenny Poon, is an expert of her craft. Expect timely execution, networking, inventiveness, supporting the local community, and much more from eeko studio.  They go above and beyond what they have to to help your company succeed.",Web Design;Graphic Design;Professional Services,non_useful
nWWO8GzPR_cNfVpBGCv3zg,"Given the more than ample supply of dining options (and steakhouses) in Vegas, I don't think I'll come here again (for a very long time). The food quality was good.  Quality meat indeed.  But I would expect that a restaurant specializing in steak would know how to cook its quality steak to the specifications of medium rare, medium well, etc.   Unfortunately, that wasn't the case.  My bf's medium rare request for his filet mignon was translated into an almost medium well steak.  He had to send his back and then the second stead still wasn't cooked medium rare (it was more medium).  My request for a medium well steak, but closer to well than medium resulted in a well done steak.  I generally don't find medium well steaks to be dry, but this one was dry.  I expected more from a steakhouse.  Perhaps the lesson learned is order your steak cooked a little less than you normally would.  Despite the steak cooking issue, there were some highlights to the meal.   The beef tartare was good.  I was very pleasantly surprised since the idea of eating raw meat is rathering repulsing to me most of the time. Their potato puree was delicious.  I could have taken a straw and drank that up.  The chocolate souffle dessert was amazinggg.  Yum, yum, yum!  On the side was some caramel ice cream which was equally delicious.  It was a good dinner, but it just didn't live up to the hype.  I wish I was reviewing how good the steak was instead of how good the sides were.",Steakhouses;American (New);Restaurants,non_useful
a2Ks-bODOgB9vHTdGgpH3Q,"The food is good. I would give this restaurant 4 stars if it weren't for the bad experiences I keep getting from the staff.  I've been here twice now, and the waiters and hosts have always been horrible. The last time my party ate here, the service was lousy, the food took 1 hour to arrive, and we even paid them their required 18% gratuity. We complained to the manager, and he promised to have a $100 giftcard for our next visit, but that never came.  So: Pros:1.) Decent food Cons:1.) Horrible service2.) No follow through on their commitments.  I will never eat here again.",Breakfast & Brunch;French;Restaurants,non_useful
49MquJ-vN-cznFTy1XI6oQ,"This was by far the WORST place I have ever eaten at!!! I would give it no stars at all (but it wont let me)I love sushi, so when we went to Vegas we decided to check out this place and their $20 all you can eat sushi.That was the worst decision we have made when it came to restaurants in Vegas.The place looked nice and it was located in the decent hotel so we thought this place should serve excellent food.We were definitely wrong!!! The food was awful!!!First of all the selection of sushi for all you can eat was very crappy , extremely basic and overpriced (California rolls, veggie rolls, IMITATION CRAB , etc).I was unhappy with this place as soon as I saw their poor menu selection and their high prices.When my sushi came out, it looked and tasted  nasty!! I had better tasting sushi from a box at a grocery store for $5.00I ate half of a piece and it was all dry and fell apart. I stopped eating it.When the waitress came back and asked me how everything tasted I told her -this was gross and I will not eat it. (I have never sent a meal back - EVER!) The waitress had me choose a different entree. I chose Cashew Chicken which was not any better. (There are better tasting dishes local Mall Chinese joint  for under $5.00)My husband had a Tangerine Beef entree and that was even worse than the Cashew Chicken. It tasted like something that was sitting out for a few days and then frozen and reheated for us. It was dry and rubbery and not appealing. All in all this was a very bad choice of a restaurant",Japanese;Restaurants,non_useful
IU9l4eqq3UVyvBs9aZ7WTA,"Fashionistas rejoice!  A beautiful, multifloor store awaits those seeking unique, often small clothing manufacturers.  This location of Barney's is oddly always empty, which lends itself to almost always having ones size in stock, unlike the Manhattan locations.  The staff is quite helpful and friendly and an easy floor layout allows one to view jewelry on the first floor, Chelsea Passage home goods on the Mezzanine, and Men's on the top floor with women's wear on all the floors in between.",Department Stores;Fashion;Shopping,non_useful
LyneqNsOtsQlwZ8c1PHaEQ,"Went here with a friend of mine on a slow thursday night. We were promptly seated. The outside of the establishment is misleading, it look like a cafe setting, but once you enter the main dining room, you feel the Cheesecake Factory-esqe decor.  Service: The bus service was attentive and pleasant. The waitress we had was rather sluggish, and mundane. A little personality goes a long way. I brushed it off because there were multiple tables she was serving and some of them had annoying little children.  Food: The food was decent. Just what i'd expect from a place like this. Huge portioned, comfort food. I ordered the Max burger. It is essentially a bacon cheese burger topped with short ribs. It was pretty good, and the cook prepared it just as i asked. Next time i think i'll try something else. I prefer the BBQ bacon Cheeseburger at Cheesecake over this one.  While overall a good experience with decent quality food at a reasonable price, i don't see myself going out of my way to come here. I'll probably stop by after a drunken night at TAO, but then again nothing hits the spot like a Jacks with a Kicker from Terribles.",Food;Desserts;American (Traditional);American (New);Restaurants,non_useful
9esxhZZphZSJYjheYfRz7w,"Locally owned, good coffee, free wifi, outdoor seating, nice baristas/owners, and the list goes on and on. Love this place.",Food;Coffee & Tea;Cafes;Restaurants,non_useful
fj0_yrw3A9ljcBuABdSs4Q,"Since when do you sit at a $10 blackjack table and they change the stakes to $15?  OK, that happens.  But, don't they grandfather you in for the $10 for at least an hour?   How about one minute?   Get your bets in!!!   Get my butt out!!!   Bad Form.....",Hotels & Travel;Arts & Entertainment;Casinos;Event Planning & Services;Hotels,useful
1VlIIEl_Gdc6ZG3Al4S4wg,"This was the best dining experience I had during this summer's 5 day Vegas trip. Though the restaurant is located aggravatingly far from the strip, it is well worth the visit.  I went with a party of three and used their online coupon to get the price fixed lunch for 23 dollars a head.  It was worth far more than every penny. I highly reccomend the shrimp appetizer, mahi mahi, and pecan tart dessert.  The shrimp was in a highly disciplined barbeque sauce and served up with cole slaw that complimented it perfectly.  The mahi mahi was out of this world and the pecan tart measured up to any I've had ever before. Go here.",American (New);Restaurants,non_useful
uWBvX5wndvLMdGzCcGgKeA,"While en route to L'Elysee Bakery ( http://www.yelp.com/biz/lelysee-bakery-las-vegas ) in Las Vegas... remembered that I needed some more Chili Black Bean Sauce made by Master Sauce Co out of Taiwan. Didn't find any, even though 168 Market does carry Master Sauce Co products. Bought the following...    Hei Chiao Pork Sung (Dried, Shredded, Cooked) ($8.00) - What is    Pork Sung, you ask? Pork Sung, used as a topping by me in my    home-made Rice Porridge (Congee) is a dried Chinese meat item. It    has a light and a cotton-y type of texture. Basically, a lower-class    item from SouthEast Asia, American Asians really are not familiar with    this topping. You can snack on this stuff by itself or combined with    other flavor-inert Chinese items such as Tofu or Soy Milk. There are    also Fish, Chicken, and Beef versions of this shredded meat.    Chili Sauce with Black Bean ($3.00) Made by Dainty Food Co, Ltd.   Ground Chili Garlic Oil ($4.00) Made by Anhing Corp.   Chili Paste with Fermented Soy Bean ($4.00) Made by Fu Chi Foods       Co, Ltd. Since I just shopped at Marina Food ( http://www.yelp.com/biz/marina-food-san-jose#hrid:YzzLNiblHDZ57bd1dOEEFA ) in San Jose just a few months back, I noticed quite a price difference between the locales of San Jose and Las Vegas. The prices in Las Vegas, if 168 Market is typical, are 25% to 40% higher in Las Vegas than in the San Jose, CA area. There just aren't the really inexpensive grocery items that I expected. I guess that's the price of living in the Sin City... 168 Market is not your typical Mom 'n Pop Grocery... it's pretty modern with spacious aisles... actually it's more like a domestic Grocery Store. The aisles aren't stuffed with additional items for sale that would be a safety hazard... and they take ATM / Credit Cards as a form of payment which is unusual for an Oriental Grocery. My daughter, who was shopping with me, asked me why I wasn't taking more photographs of this establishment... she knew I took a lot of pictures usually. I pointed out to her the mirrorized exterior glass of 168 Market... I would just be taking pictures of myself.",Food;Ethnic Food;Grocery;Specialty Food,useful
hvQ9sJzpqq1qgO9qjloyTg,"I am a sucker for antiques and historic anything - one night after a heavy boozing session in downtown Phoenix, I decided that rather than risking a DUI or calling a friend to babysit, that I would find the most affordable hotel that wasn't a shit hole. Hotel San Carlos had sweet rates, so this was the spot.  Before coming here I knew nothing about the history of it.. so I wasn't in it for the ghosts, although my wallet went missing, so could it be the spirit of Leone Jensen that was to blame? I will never know. I ended up getting the King Suite, for the same price as a regular room. Blame it on my abilities to get whatever the hell I want is up to you, but the guy at the front desk was more than happy to upgrade. Score. Once inside the room, I was taken aback by the beautiful crown molding, Victorian decor, original radiators heating the room, vintage bed canopy and of course, the antiques that were scattered about. It reminded me of one of my old apartments in Boston, plenty of history to give me that sweet sweet feeling of being back in New England. This was what I dug most. I am not sure how big a normal room is, but the King Suite was pretty spacious. A loaded bar, with stools and all, living room area with a pull out couch, tv and footrests,  an armoir for hanging my clothes, which I didn't use obviously..  I snooped through every nook because it was all so old and interesting and mostly because im nosey. The bed was friggin' huge.. assuming they named the room after the bed would not be totally out of the question.  Here come the complaints...The pillows.. my god, they were so hard and gigantic (that's what she said). I ended up having to use a throw pillow from the couch to rest my head comfortably for I am a small human being with a tiny neck. The bathroom entrance has a step up that is about 10 high which I am surprised I did not stumble over and fall face first into the toilet followed by a broken nose and bleeding knees in the middle of the night. And lastly, had I of slept in 10 minutes more than I did, I would have been awoken by the sound of the maids vacuuming through the paper thin walls.. There is very little privacy in that sense.  Other than that, the staff were so nice, and it was decorated beautifully for the holiday season. I hear the pool is rad, and how can it not be when Marilyn Monroe herself took a dip in it once upon a time? Other celebs have shacked up here as well.. Mae West, Jack Dempsey, John F. Kennedy and one of my faves..  Clark Gable. How cool is that!  Come to think of it.. I did hear the sound of little children talking and laughing as I was leaving that morning, which I blamed on something outside not knowing the story about it being built on the first schoolhouse in Phx and over some sacred wishing well? Maybe I did experience a little paranormal activity, without even knowing it! I will certainly be back!",Hotels & Travel;Event Planning & Services;Hotels,useful
0Qh4knIxcJ4xqUbfJgGNcg,"I would give this place 2.5 stars.  It was better than the other high-end steakhouse chain in town (Ruth's Chris).  The decor was very casual and kind of old-fashioned.  It did feel a little crammed in there (with the walls closing in on you).  But I got the feeling that was intended to create a more cozy, familiar atmosphere. As far as the food goes, I thought my steak (beef filet) was actually decent.  It was cooked properly at medium rare.  The only problem was that it was a little on the salty side.  The a la carte sides were nothing special.  I did have a crab cake to start and that was mediocre. For dessert, they talked up the pecan pie.  I ordered that, and it was nothing special though the large man next to me who took some bites from it seemed like he was in love. This is the only Smith & Wollensky I've been to so I couldn't tell you if it was any better or worse.  However, my experience with most Las Vegas restaurants is that they are (a) below average and (b) overpriced.",Seafood;Steakhouses;Restaurants,non_useful
HXqlt6_udddz5M6huoq82A,"It was a Sunday afternoon 1ish, hubby and i woke up way late lol, and we wanted some good breakfast food. Got on yelp and found kiss the cook. probably would not have stopped if I hadn't found it on here. The building is kind of older and not a big eye catcher. The inside is really nice and cozy though. got the food to go, took it home and was pleasantly surprised at just how much food we got for the money we spent.",Breakfast & Brunch;Restaurants,non_useful
Y3s-bImpRs49ObUMsjrBWg,"Only in Las Vegas can a fine dining restaurant the caliber of Rosemary's exist in the same strip mall as a restaurant called the Krazy Buffet. But once you get into Rosemary's, you realize that it's the real deal. The ambiance of the room is pleasant, basically what you'd expect from a neighborhood fine dining restaurant. Even with the open kitchen, the room was moderately lit and fairly quiet, with a clientele of mainly couples in their fifties. The bar up front is small but perfect for couples waiting for other guests to join them, with a friendly bartender and probably the best selection of Belgium beers I've seen in the city. The food we had was excellent, particularly the specials they had for the evening. My rib eye steak was delicious, though particularly fatty even for a rib eye. The other guests at our table really enjoyed their food as well, and we wanted to really like Rosemary's. Unfortunately the service was such that I doubt we'll be going back any time soon. To be fair, it all came down to our particular server, who was surly, humorless and did everything he could to make us feel uncomfortable short of being overtly rude. The service systems they have in place are excellent (all the food is brought to the table at once, offering napkins to match clothing etc.), but when your server frowns, doesn't tell you the wine selections being brought to your table and generally does everything with a sneer, by the end of the meal what should have been a great experience becomes tainted to say the least. It's a shame really, because a great fine dining restaurant off the strip is something we have been looking for. And Rosemary's could have been that place we would go back to again and again. But with so many choices in Las Vegas, we'll probably just keep on looking.",American (New);Restaurants,non_useful
h1pjsPBAoY0MyfRXqzitMw,"Four and a half coolers from which to create your own six pack. Beer heaven! We thought we were going to have to decide on a few varieties to take home, but instead we're going to play tastemaster all week! (note to self -  buy onion rings and cheese dip)","Food;Beer, Wine & Spirits",non_useful
25SkF4w1LiVRW4KKk8cpEA,"It pains me to give this 2 stars, the brewpub was a stop on every Vegas trip, 2-3x's a year, and it's still where I'll go to watch the big game of the day over an appetizer and beer, but it isn't the same.  The beer is no longer brewed onsite, and there is a noticable lack in quality, but their beer list is still among the better on that end of the strip.",Pubs;Bars;American (Traditional);Nightlife;Restaurants,non_useful
wZzcHe_v3wVbNyF1XhVflQ,"Tornado Club is like the hot, sexy, retro answer to the old, kitschy, and comforting Madison supper clubs. They do have a large dining room, but the lights are turned down so low everyone looks good. The bar is one of my favorites - long and wooden, with non-tacky twinkle lights, great half-moon leather booths, and some great bartenders who pour an excellent dirty martini. Dinner here is great as well, but I was pretty lubed up from the aforementioned martinis, so everything was a bit...foggy.  Great steak, veggie sides, fish, etc. Typical supper club fair, which is a good thing. Totally delicious and worth every penny. It was all very good, I think!",Italian;Steakhouses;Restaurants,useful
hSSI7ZFTjqa4v_a9YVnAFA,"This teview is based on a visit at 10:15 PM on 7/1/2009.  I went there expecting to see the noodle being pulled and made, since it is a noodle shop, but unfortunately the bar by the noodle maker was closed.  As a noodle lover and homemade noodle creator, it would have been awesome to see how they made it.  As the name of the place implies, Beijing Noodle No. 9.  You should only go for noodles here.  Handmade noodles goes best with beef stew (usually hong sao.)  But the broth here was different.  It was not spicy, not too salty, lightly sprinkled with cilantros and scallions.  The noodles were excellent and worth the taste experience.  As i mentioned before homemade noodles goes best with beef broth and the flavor and amount was perfect.  Everything else at this place, I skipped because of my own built in homemade noodle bias.",Chinese;Restaurants,non_useful
QqGeMAVK41nem_L6rRBG2w,"After hearing so many positives about Matts Big Breakfast, I decided after retrieving my friend from the airport to go and get my breakfast on! Love at first sight , no!! But never judge a book by it's cover, right? Huh, maybe... Parking is minimal, and in that part of the city.. It can be dicey to find parking . The place is tiny.. Tinier & more cramped with dreadful decor... Much like Over Easy, in fact! There are a handful of basic breakfast selections.. With catchy names though.. I ordered the 'hog & chick' for example.. Only bc I wanted to have poached eggs.. That was     just the easiest way to get them& I passed my 'hog' on to my hungry hog loving friend... The eggs are free range &  were perfectly poached, score ! Finally some chef in the desert got my poach correct... I'm very picky on the poach... Not like it's a hard process, I know as I have the calphelon pan for poaching in my own loft! I loved my home fries.. Big nice wedges of potatoes.. Sidenote -- too many Rosemary stems.. For me and my built in retainer , it could become a toothy disaster ! And whoa with the onions... Yikes ! Great for flavor, but not unless your planning on being amongst the masses following breakfast! There were a ton of big slivers of white onion.. But once your past picking all the flavor adding things out,you have great home fries..my friend has the hashbrowns, she said they reminded her of OreIda with alot of grease...I've never been a fan of shredded potatoes seemingly devised to soak up oil from the pan , so I wouldn't test them... Loved the bread... Wow! Homemade jams too.. Yum! There was no fruit on the plate.. It's presented in a basic diner way.. I personally like some fruit when I go down the breakfast path.. Relatively inexpensive.. Coffee , nothing special & no options for espresso ... Thot I was going to have a small panic attack over that alone... One other disappointment... Restroom?? No.. It's next door in a divey looking motel with wooden shutters ... I'll wait & use the Starbucks restroom as I drive home disappointed and needing espresso fast.. I'm thinking I'm seriously picky with my breakfast/brunch & just unable to find a 4star option here.. Oh well, I fly for free... I'm goin back to Cali..",Breakfast & Brunch;Restaurants,useful
daWRpX7_kSKXPQFIkEc1bQ,"The very best thing about Papago Brewing Company is...their muffuletta sandwich which is worth the stop all by itself. You thought I was going to say the thousands of different beers (estimate only...they have 500 taps lining the walls and plate rails, and a cooler the size of semi trailer filled with different kinds of beer...including some that I can only guess at...cherry red beer...really?...people seemed to like it:)The muffuletta sandwich originated at the beginning of the 20th century at Central Grocery, in Nawlin's and has been described as one of the great sandwiches of the world...I would be the very last person to disagree with that:)I have been known to get off the plane in the Big Easy and go directly to Central Grocery to get one of these bad boys.The Beautiful Carin and I headed to PBC the other day for lunch...I did think about having a beer, but the selection is almost overwhelming! If I had been in the mood, they are nice enough to let you sample a few different varieties, so you can kind of figure out what you might enjoy. But, I was not in a beer mood and the single malt scotch selection at PBC leaves something to be desired.But, boy that muffuletta sandwich...good stuff! The key to a good muffuletta is the olive salad, and they make (or buy...I have no idea, I just know that it's good) a nice olive salad here:)In addition to the olives, carrots, celery, etc., they have added a little extra zip to the salad with, apparently, pepperoncini's! Genius!!The whole thing is assembled on a round Italian roll (interestingly enough, called a muffuletta:) and toasted so the provolone melts a little...delightful!We liked the atmosphere at PBC...lots of wood beams and paneling...it looks like the basement rec room/bar of a friend of my dad's...circa 1962:)The service was pretty decent...reasonably prompt and certainly friendly and pleasant, and Carin liked her club sandwich, too!I think we'll go back and give the beers a try one of these first days (maybe even the cherry red foamy thing:)...but man, it'll have to come with a muffuletta sandwich!",Food;Sandwiches;Breweries;Pizza;Restaurants,useful
Hm5nw43PL4BqpHdMDnfbZw,"I had to take my dog here instead of our usual vet because it's closer. They prefer for patients to call ahead and set up appointments, but will take walk-ins. I didn't have an appointment but only had to wait about 10 minutes before being seen. They were thorough with the exam and very caring. Dr. Oliver was great at explaining the problem and solution. Everyone else who works there seemed friendly. The place looks pretty modern and clean. I liked the place so much that I'm transferring all of our dogs' medical records here so that they can be their main care provider in the future.",Veterinarians;Pets,useful
F_IsqFvXLiSzM1MolFpckg,Lived in the valley my entire life...never once been to Pete's.  A couple of my co-workers begged me to go.  They praised how good it was..even have the bumper sticker on the wall of their cubical.  Fish tacos were actually REALLY good and the burger was large for a 1/3lb.  I was quite impressed.  I'll be going back!,Seafood;Fish & Chips;Restaurants,non_useful
McNhic0pSexWfyBIGwLyzg,"Went to see My Doll tonight and walked from The Sets.  This is an awesome place to see live music, especially if you are a punk like me!It's really well-lit for a bar!  Never a cover charge, which is always a plus.The shows are always fun and tonight I almost got wiped out in the pit.  500 cool points for that!Takes awhile to get a drink from the bar, but that's a good and bad thing.  Good - you know there's a crowd.  Nothing like a dead place with bands playing.Bad - well, if you're really jonesin' for a drink, you have to wait.  Suckas!",Arts & Entertainment;Music Venues;Bars;Dive Bars;Nightlife;American (New);Restaurants,useful
9aNsLRl6H35WxR9CNpvUKQ,"Its been a hot minute since I have been to Celsius. As a matter of fact, the last time I was there was back in Feb, right before Valentine's day and it was because my apt complex was holding a function at this location. I am not gonna lie although I do remember that the sushi was good, however the waiter we had was cute and made my experience so much better.  YUM! So with that said, the sushi was good, the beer was cold, and the company I was with was great. Not bad for a sushi place. I must get back over there and visit again soon. I doubt my cute waiter is still there but it sure was fun flirting with him",Sushi Bars;Restaurants,non_useful
jZbckUJu5M6udEEGcTt6sQ,"I think I have diabetes now..but it was a darn good Red Velvet cupcake...my teeth hurt.  The store is small, but they make up for it by getting you through the line and out in no time.  I just hate those groups of kids...why can't they call ahead of time and say 'hey, we're gonna butt rape you out of your cupcakes at 2pm today ?? The people behind them have to watch the cupcake they wanted get taken...12 times.  4 stars cause I'll go back and endure the same pain...just for a darn cupcake.  Side note: didn't know if I was supposed to eat the decorations... I sucked and licked and chewed...but It had to flavor and it hurt my teach to bit it.  I guess it's candy...thats damn hard candy lol. I'll pass on trying to consume the decor again.",Food;Desserts,useful
VwExBLqudLrJ8BII8mqqBw,"very yummy!!!!!  i could eat here every single day and never tire of it.  little on the spensy side, but very large portions.  i suggest maybe splitting an entree, but definitely fill up on appetizers! minus one star for no free refills!!!  what the hell is that about?  it's vegas!!!!",Korean;Asian Fusion;Dim Sum;Chinese;Restaurants,non_useful
7nH4dvrcIi1n7x62k-ZwRA,"I was excited to try this place out after reading all the good reviews but torn about whether I like this place or not. I ordered a plate with steak, beans, rice, plantains, chorizo, and sliced avacado. I could have cooked everything on the plate and it probably would have tasted better. It was my first time trying plantains and I thought they tasted a little sour. I didn't like them but I boxed them up and gave them to my dad and he thought they were delicious. I had a couple of bites of my sisters tamales and wished I ordered that instead. I am not a fan of tamales by any means but these tamales rocked my world. I will be back for more. We ordered a mango souffle for dessert and the father that works there told the son to make us take it to go in Spanish like we didn't know what he was saying. I thought it was funny because he smiled at us the whole time like we didn't know what he was saying. I am giving this restaurant four stars because I cannot stop thinking about those damn tamales! I'm gonna come back, order some tamales, and try some other things on the menu and maybe I'll bump it up to five stars.",Latin American;Restaurants,useful
RyS2v8zWu7yEIINQIv_UPQ,"After a long day and nite of work, headed to Maggiano's for a late nite supper.  Small side salad...GOOD...Spaghetti w/ marinara...GOOD...Portions...HUGE... Waiter was really nice too, even though we came late and stayed late.",Restaurants;Italian,non_useful
QP0nwFcLEor_b8xCSA7sqA,"Bless me Yelp for I have dined. It's been many months since my last review. It's actually been awhile since I've had much opportunity to check out new (to me) places. It has been a rough year.  Things are turning around though, and I'm D'lighted to get my review'n skills back in shape.  I'm surprised I hadn't eaten here before. I guess I didn't even really know it existed to be honest. I live within a few blocks of here and I love breakfast and I drive by here frequently. Perhaps it is because I'm not a member of the vegetarian/vegan community... though I've dated several vegetarians and vegans so I'm pretty up to date on the places to go for that.  I haven't had my food at this place yet - I've only eaten from the drive through. It seems like a cute little place though. One of these days.  The food is tasty. It's about as tasty as it can be for something that can be considered a healthy breakfast. I tend to prefer a good thick greasy unhealthy artery clogging pile of bacon and some sort of fruit covered waffle or french toast drowned in maple syrup - that doesn't seem to be what this place is about. Still... it's true to its name. It is definitely delicious.  Their prices aren't too bad for what you are getting. It's quality food. I mean, I was getting burned out on shitty fast food breakfast places. I can't stomach the Breakfast Club douchetastic crowd most of the time, and I haven't been really up for eating around any sort of crowd on my weekend mornings. I'd rather eat in the comfort of my own home these days.  I'll have to update this when I have more to say about it - so far, I've only really sampled the food. I have yet to really experience the atmosphere and the service. Sooner or later though... I'd say this is yet another reason why I still stand behind my belief that Scottsdale is an awesome place to live.",Breakfast & Brunch;Restaurants,non_useful
jLYC2_MQI-UIlCUz9Whgeg,"We have stayed here three times. THElast two, perfect and gets 5 stars.  IF YOU ARE GETTING MARRIED HERE READ ON.... This third time was my wedding weekend.  THEtwo towers are a little confusing for your wedding guests.  They get on the shuttle and you have to say I'm at THEhotel or Mandalay Bay.  They have different drop off areas. When I booked a group rate about 6 months ago, they say you get about 10$ off the room. OH! Woo Hoo. You also have to book at least ten rooms. I got 5 suites at THEhotel side and 15 deluxe rooms at Mandalay Bay side, and I still ran out of rooms for my guests. They don't hold you to a deposit, so book more then you need.  I still got an awesome deal, I booked a rate for 200$ on Saturday and 189$ for Sunday.  A month later, Sunday went down to 159$ and Sat. went up. So I called and they changed my contract for just Sunday only. You have to track the rates and call them. It turns out that THEweek before our wedding THErates went up to almost 500$ for Saturday night.So in THEend we all got an amazing deal.  They also release your rooms way early, about a month before. So all your procrastinator guest's will loose your group rates. I called to extend the group rate one more week. They said. one week only!!  Then I called right before our weekend totally last minute and they managed to squeeze out one more room for me. It took a few calls and a request to talk to THEmanager to get it.  No one should care about THEtime of day it is when your in Vegas.My clock did not work, it was three hours off.  So I called on Thursday to get it fixed.  The next day nothing, so I started to get a little louder on THEphone. By Saturday still not fixed, I almost ripped it out the wall. I chose to cover it with a towel instead. When I told THEguy at check out what had happened, he just stared at me.  I hope you don't get another bride in that room.  Lost one star. Yes I have a phone, but when you are frantically trying to get ready, you need to just check a THEclock every ten minutes, not trying to dig in your purse to find your phone. Also FYI I shipped 4 packages to THEhotel and only three showed up.   They still have not found it.  I guess I have to call THEbusiness center everyday to check on it.  THEhotel also charges you a 30$ delivery fee to send your packages up to your room.  THEbell desk was awesome. We got in early so we gave THEbell guys in the parking lot our bags while waiting for check in.  We have checked in really early in the past before with no problem, this time we needed two rooms together so we went and had breakfast and they said they would call us when our room was ready. They never did call us, lucky we went back to check on my missing packages and they told us our room was ready, we got in by 2pm. No Bellman in THElobby so I went to THEparking lot and asked for THEbags and he walked right up with me.  Don't call to have them sent, you will end up waiting a while.   I gave THEguy 25$ - we were overloaded with wedding luggage. He moved THEbags all the way into THEbedroom and then he offered to get me some ice, how nice. Thanks Bellman.The laundry cost about 118$ to press THEdress and 2 suits. You send it out in THEmorning and get it back at 6pm. We called at 7:30am and they brought it back about 6:30pm. They switched my groom's pants with my Grandpa's pants. My sister ran to THEother tower to switch them back. Thank God we noticed one hour before THEwedding  Lost, THEfourth star.",Hotels & Travel;Event Planning & Services;Hotels,non_useful
8Zzo-rKE4mAe6hNAYE6pRQ,"Price is good compared to other places, but the cupcakes weren't that great. They were dry and they tasted like they were days old. Won't go back....",Bakeries;Food;Desserts,non_useful
nhyaLhvx6sRZj2Er4ZPvXA,"I ate here three times recently on a business trip.  They have Chateau Montelena by the glass.  I ate a yogurt parfait there one morning, and it was the best I've ever had.  Had no idea that yogurt parfait could be that good.  Service could be better.",Breakfast & Brunch;French;Restaurants,non_useful
X4E_RsdAJrjyoUE5ngqyjw,"SBC VEGAS SERIES: 7 of many reviewsBleh! It's ironic that the idea of night life in sin city has been reduced to mosh pit like lines and douche bags for hosts. Judging from what I saw inside I had more fun outside in line. And honestly, who sends people away for wearing plaid.. grant it that it's not the most stylish concept... but it's not baggy jeans nor flip flops but simply poor taste. What they should restrict is the number of dumb asses wearing sun glasses indoors...*putting away sun glasses",Lounges;Bars;Nightlife;Dance Clubs,useful
QWake0AveXo1Scuq-xyJRA,"This place has improved leaps and bounds since my last visit.  Canyon Ranch has expanded their space as part of the Palazzo/Venetian building.  As a result, their amenities and lounges have improved tenfold.   I still think that Canyon Ranch has the best facials ever.  I always come out glowing and they don't joke when it comes to extractions.  My esthetician was friendly and did an awesome job.  The only downside to Canyon Ranch is that they try to sell you a bunch of product. Now onto the rest of the spa:  As part of the Venetian's expansion, Canyon Ranch is undergoing a remodel/expansion.  As a result, they have a number of other rooms in addition to the standard locker room and serenity lounge.  First off is the Aquavana room which consists of two saunas, an herbal steam room, igloo, vichy shower type thing, and jacuzzi.  I actually spent most of my time in the Aquavana room and enjoyed my experiences. Additionally, Canyon ranch has a co-ed meditation room, salt cave, and wave room.  The wave room is pretty trippy, they have water waves projected onto the ceiling while you relax in zero gravity chairs. Overall, Canyon Ranch is definitely worth a visit.  The experience is definitely worth the high prices.",Hair Salons;Day Spas;Beauty & Spas,non_useful
FtuUTGSQwCFHIViJ81p04Q,"The women are hot, I agree but they suck as bartenders. The service is just mediocre. This place is tucked away in a small office mall by the freeway. A little hard to locate sometimes. The food was OK. It is a typical local bar that caters to the local gambler. Very dark inside.",Bars;Nightlife;Lounges;Restaurants,non_useful
